date,cases,deaths,recovered,daily_cases,daily_deaths,daily_recovered,mortality_rate,recovery_rate
2022-06-19,539607241,6343376,0,268499.0,680.0,0.0,1.1755542768930336,0.0
2022-06-20,540362445,6344898,0,755204.0,1522.0,0.0,1.1741929992932798,0.0
2022-06-21,541178509,6346630,0,816064.0,1732.0,0.0,1.172742430538756,0.0
2022-06-22,541984328,6348658,0,805819.0,2028.0,0.0,1.1713729847922836,0.0
2022-06-23,542767959,6350472,0,783631.0,1814.0,0.0,1.1700160067849548,0.0
2022-06-24,543545293,6352244,0,777334.0,1772.0,0.0,1.1686687534243811,0.0
2022-06-25,543862216,6353044,0,316923.0,800.0,0.0,1.1681348350921292,0.0
2022-06-26,544148980,6353707,0,286764.0,663.0,0.0,1.1676410750599955,0.0
2022-06-27,545021364,6355178,0,872384.0,1471.0,0.0,1.1660419975757133,0.0
2022-06-28,545963319,6357110,0,941955.0,1932.0,0.0,1.1643840856641874,0.0
2022-06-29,546896134,6358937,0,932815.0,1827.0,0.0,1.1627321176126655,0.0
2022-06-30,547974317,6360329,0,1078183.0,1392.0,0.0,1.1606983763072969,0.0
2022-07-01,548925491,6362195,0,951174.0,1866.0,0.0,1.1590270636566231,0.0
2022-07-02,549284928,6363030,0,359437.0,835.0,0.0,1.1584206439394602,0.0
2022-07-03,549643412,6363765,0,358484.0,735.0,0.0,1.157798831217502,0.0
2022-07-04,550495502,6364917,0,852090.0,1152.0,0.0,1.1562159866657729,0.0
2022-07-05,551700794,6367127,0,1205292.0,2210.0,0.0,1.1540905993330872,0.0
2022-07-06,552926114,6369463,0,1225320.0,2336.0,0.0,1.151955539578657,0.0
2022-07-07,553979237,6372169,0,1053123.0,2706.0,0.0,1.15025412044459,0.0
2022-07-08,554985885,6374458,0,1006648.0,2289.0,0.0,1.148580202179376,0.0
2022-07-09,555489725,6375501,0,503840.0,1043.0,0.0,1.147726179813677,0.0
2022-07-10,555912593,6376347,0,422868.0,846.0,0.0,1.1470053170750891,0.0
2022-07-11,556965871,6378130,0,1053278.0,1783.0,0.0,1.1451563429817408,0.0
2022-07-12,558188894,6380590,0,1223023.0,2460.0,0.0,1.1430879525883222,0.0
2022-07-13,559615969,6383201,0,1427075.0,2611.0,0.0,1.1406395373967606,0.0
2022-07-14,560618337,6385278,0,1002368.0,2077.0,0.0,1.1389705934645515,0.0
2022-07-15,561620875,6387586,0,1002538.0,2308.0,0.0,1.1373483936116158,0.0
2022-07-16,562173878,6388670,0,553003.0,1084.0,0.0,1.1364224219610575,0.0
2022-07-17,562633320,6389656,0,459442.0,986.0,0.0,1.1356696755890674,0.0
2022-07-18,563831363,6391734,0,1198043.0,2078.0,0.0,1.133625126135454,0.0
2022-07-19,565376142,6394813,0,1544779.0,3079.0,0.0,1.1310723118557062,0.0
2022-07-20,566978238,6397714,0,1602096.0,2901.0,0.0,1.1283879294146737,0.0
2022-07-21,568132310,6400258,0,1154072.0,2544.0,0.0,1.1265435686979324,0.0
2022-07-22,569227609,6403118,0,1095299.0,2860.0,0.0,1.1248783261319288,0.0
2022-07-23,569864429,6404405,0,636820.0,1287.0,0.0,1.1238471246991975,0.0
2022-07-24,570415520,6405438,0,551091.0,1033.0,0.0,1.1229424472882505,0.0
2022-07-25,571389219,6407386,0,973699.0,1948.0,0.0,1.121369775091959,0.0
2022-07-26,572585879,6410303,0,1196660.0,2917.0,0.0,1.1195356426175505,0.0
2022-07-27,574012504,6413653,0,1426625.0,3350.0,0.0,1.1173368097918646,0.0
2022-07-28,575128637,6416416,0,1116133.0,2763.0,0.0,1.1156488457033658,0.0
2022-07-29,576504042,6419438,0,1375405.0,3022.0,0.0,1.113511360255129,0.0
2022-07-30,577080293,6420533,0,576251.0,1095.0,0.0,1.1125891973580182,0.0
2022-07-31,577625050,6421448,0,544757.0,915.0,0.0,1.1116983240252478,0.0
2022-08-01,578498268,6423883,0,873218.0,2435.0,0.0,1.1104411811307273,0.0
2022-08-02,579688847,6426763,0,1190579.0,2880.0,0.0,1.1086573483791728,0.0
2022-08-03,580844327,6429907,0,1155480.0,3144.0,0.0,1.1069931651411309,0.0
2022-08-04,582298507,6433081,0,1454180.0,3174.0,0.0,1.1047737410736655,0.0
2022-08-05,583199840,6436031,0,901333.0,2950.0,0.0,1.103572147756419,0.0
2022-08-06,584378161,6437762,0,1178321.0,1731.0,0.0,1.101643153293677,0.0
2022-08-07,584876085,6438704,0,497924.0,942.0,0.0,1.1008663484676418,0.0
2022-08-08,585692322,6441006,0,816237.0,2302.0,0.0,1.0997251898412286,0.0
2022-08-09,586732558,6444566,0,1040236.0,3560.0,0.0,1.0983822036342494,0.0
2022-08-10,587759595,6447272,0,1027037.0,2706.0,0.0,1.096923309265585,0.0
2022-08-11,588765069,6450479,0,1005474.0,3207.0,0.0,1.0955947184427817,0.0
2022-08-12,589518048,6453293,0,752979.0,2814.0,0.0,1.0946726774342963,0.0
2022-08-13,590154612,6454777,0,636564.0,1484.0,0.0,1.093743379912788,0.0
2022-08-14,590615366,6455771,0,460754.0,994.0,0.0,1.093058422052636,0.0
2022-08-15,591470649,6458166,0,855283.0,2395.0,0.0,1.091882752072115,0.0
2022-08-16,592553956,6461602,0,1083307.0,3436.0,0.0,1.0904664350937183,0.0
2022-08-17,593544473,6464838,0,990517.0,3236.0,0.0,1.089191845612553,0.0
2022-08-18,594489234,6467820,0,944761.0,2982.0,0.0,1.0879625113614757,0.0
2022-08-19,595290702,6470533,0,801468.0,2713.0,0.0,1.08695347974711,0.0
2022-08-20,595865130,6471724,0,574428.0,1191.0,0.0,1.086105508473033,0.0
2022-08-21,596349664,6473445,0,484534.0,1721.0,0.0,1.085511637011671,0.0
2022-08-22,597060819,6474866,0,711155.0,1421.0,0.0,1.0844566908350421,0.0
2022-08-23,597949972,6477794,0,889153.0,2928.0,0.0,1.0833337742843812,0.0
2022-08-24,598834543,6480950,0,884571.0,3156.0,0.0,1.082260546883649,0.0
2022-08-25,599699548,6483907,0,865005.0,2957.0,0.0,1.0811925774538018,0.0
2022-08-26,600401903,6486436,0,702355.0,2529.0,0.0,1.0803490074880726,0.0
2022-08-27,600854582,6487647,0,452679.0,1211.0,0.0,1.079736627522298,0.0
2022-08-28,601260827,6488670,0,406245.0,1023.0,0.0,1.0791772403293454,0.0
2022-08-29,601837965,6490683,0,577138.0,2013.0,0.0,1.078476828891976,0.0
2022-08-30,602585861,6493182,0,747896.0,2499.0,0.0,1.077552996219405,0.0
2022-08-31,603339040,6496550,0,753179.0,3368.0,0.0,1.0767660584337457,0.0
2022-09-01,604018804,6499102,0,679764.0,2552.0,0.0,1.0759767671074028,0.0
2022-09-02,604676287,6501819,0,657483.0,2717.0,0.0,1.0752561560265055,0.0
2022-09-03,605052969,6502896,0,376682.0,1077.0,0.0,1.0747647451011846,0.0
2022-09-04,605423358,6504007,0,370389.0,1111.0,0.0,1.074290727976835,0.0
2022-09-05,605881148,6505453,0,457790.0,1446.0,0.0,1.073717679032324,0.0
2022-09-06,606554997,6507768,0,673849.0,2315.0,0.0,1.0729065018320176,0.0
2022-09-07,607171546,6509944,0,616549.0,2176.0,0.0,1.0721754079035843,0.0
2022-09-08,607755506,6512183,0,583960.0,2239.0,0.0,1.0715136162007886,0.0
2022-09-09,608281134,6514478,0,525628.0,2295.0,0.0,1.0709649923155433,0.0
2022-09-10,608594366,6515421,0,313232.0,943.0,0.0,1.0705687341180545,0.0
2022-09-11,608908659,6516207,0,314293.0,786.0,0.0,1.0701452350343403,0.0
2022-09-12,609393741,6517720,0,485082.0,1513.0,0.0,1.069541670924382,0.0
2022-09-13,609942218,6519702,-1,548477.0,1982.0,-1.0,1.068904858131988,-1.6394995632192817e-07
2022-09-14,610640243,6522032,-1,698025.0,2330.0,0.0,1.0680645559745725,-1.6376254455276705e-07
2022-09-15,611251541,6524602,-1,611298.0,2570.0,0.0,1.0674168590766793,-1.6359876956122062e-07
2022-09-16,611707437,6526611,-1,455896.0,2009.0,0.0,1.0669497549365252,-1.6347684195312473e-07
2022-09-17,612002534,6527461,-1,295097.0,850.0,0.0,1.0665741785964566,-1.6339801625723334e-07
2022-09-18,612257111,6528049,-1,254577.0,588.0,0.0,1.0662267342779788,-1.6333007523043696e-07
2022-09-19,612673963,6529431,-1,416852.0,1382.0,0.0,1.0657268619720992,-1.6321894847684265e-07
2022-09-20,613227572,6531261,-1,553609.0,1830.0,0.0,1.0650631671206068,-1.6307159783089468e-07
2022-09-21,613745750,6533318,0,518178.0,2057.0,1.0,1.0644991024377766,0.0
2022-09-22,614365390,6535513,0,619640.0,2195.0,0.0,1.063782743360592,0.0
2022-09-23,614883451,6537341,0,518061.0,1828.0,0.0,1.063183760982372,0.0
2022-09-24,615148616,6538177,0,265165.0,836.0,0.0,1.0628613687720627,0.0
2022-09-25,615371539,6538685,0,222923.0,508.0,0.0,1.0625588909466936,0.0
2022-09-26,615794219,6540058,0,422680.0,1373.0,0.0,1.062052516605389,0.0
2022-09-27,616393758,6541661,0,599539.0,1603.0,0.0,1.061279566039992,0.0
2022-09-28,616943716,6544003,0,549958.0,2342.0,0.0,1.0607131299478216,0.0
2022-09-29,617587849,6546289,0,644133.0,2286.0,0.0,1.0599769750327455,0.0
2022-09-30,618060372,6547762,0,472523.0,1473.0,0.0,1.059404921692666,0.0
2022-10-01,618301429,6548432,0,241057.0,670.0,0.0,1.0591002531873495,0.0
2022-10-02,618502138,6548998,0,200709.0,566.0,0.0,1.058848077902683,0.0
2022-10-03,618822004,6550361,0,319866.0,1363.0,0.0,1.0585210218219712,0.0
2022-10-04,619422193,6551963,0,600189.0,1602.0,0.0,1.0577539962311295,0.0
2022-10-05,620005197,6554150,0,583004.0,2187.0,0.0,1.0571121067554536,0.0
2022-10-06,620645800,6556162,0,640603.0,2012.0,0.0,1.0563451811000735,0.0
2022-10-07,621221027,6557961,0,575227.0,1799.0,0.0,1.0556566366836775,0.0
2022-10-08,621440044,6558674,0,219017.0,713.0,0.0,1.0553993202279062,0.0
2022-10-09,621658996,6559308,0,218952.0,634.0,0.0,1.055129587475639,0.0
2022-10-10,622112629,6560625,0,453633.0,1317.0,0.0,1.0545719045353121,0.0
2022-10-11,622802836,6562536,0,690207.0,1911.0,0.0,1.0537100380191589,0.0
2022-10-12,623353219,6564438,0,550383.0,1902.0,0.0,1.0530848000642155,0.0
2022-10-13,624016113,6566543,0,662894.0,2105.0,0.0,1.052303436273608,0.0
2022-10-14,624494008,6568259,0,477895.0,1716.0,0.0,1.0517729419110775,0.0
2022-10-15,624712097,6569036,0,218089.0,777.0,0.0,1.0515301418919056,0.0
2022-10-16,624904267,6569584,0,192170.0,548.0,0.0,1.0512944697175512,0.0
2022-10-17,625380762,6571344,0,476495.0,1760.0,0.0,1.0507748877634966,0.0
2022-10-18,626009472,6573191,0,628710.0,1847.0,0.0,1.0500146234209056,0.0
2022-10-19,626536431,6575434,0,526959.0,2243.0,0.0,1.0494894908992132,0.0
2022-10-20,627131819,6577637,0,595388.0,2203.0,0.0,1.0488444057085866,0.0
2022-10-21,627563033,6579639,0,431214.0,2002.0,0.0,1.0484427306922013,0.0
2022-10-22,627745374,6580259,0,182341.0,620.0,0.0,1.0482369560241476,0.0
2022-10-23,627906174,6580853,0,160800.0,594.0,0.0,1.0480631139645395,0.0
2022-10-24,628292158,6582173,0,385984.0,1320.0,0.0,1.047629341889701,0.0
2022-10-25,628887107,6584353,0,594949.0,2180.0,0.0,1.0469848923139078,0.0
2022-10-26,629354131,6586858,0,467024.0,2505.0,0.0,1.0466059846995743,0.0
2022-10-27,629825004,6588984,0,470873.0,2126.0,0.0,1.046161069845363,0.0
2022-10-28,630188852,6590467,0,363848.0,1483.0,0.0,1.0457923809797893,0.0
2022-10-29,630387961,6591138,0,199109.0,671.0,0.0,1.0455685082475743,0.0
2022-10-30,630555274,6591741,0,167313.0,603.0,0.0,1.0453867046713499,0.0
2022-10-31,630855587,6592962,0,300313.0,1221.0,0.0,1.045082604618353,0.0
2022-11-01,631257223,6595764,0,401636.0,2802.0,0.0,1.0448615492515323,0.0
2022-11-02,631605553,6597350,0,348330.0,1586.0,0.0,1.0445364149608736,0.0
2022-11-03,632099160,6599695,0,493607.0,2345.0,0.0,1.0440917213052459,0.0
2022-11-04,632543650,6601673,0,444490.0,1978.0,0.0,1.0436707411417379,0.0
2022-11-05,632744972,6602286,0,201322.0,613.0,0.0,1.0434355533685693,0.0
2022-11-06,632931615,6602830,0,186643.0,544.0,0.0,1.0432138075453854,0.0
2022-11-07,633236212,6603974,0,304597.0,1144.0,0.0,1.042892663883221,0.0
2022-11-08,633687028,6605250,0,450816.0,1276.0,0.0,1.042352093090345,0.0
2022-11-09,634121053,6607365,0,434025.0,2115.0,0.0,1.0419721863421556,0.0
2022-11-10,634581453,6609457,0,460400.0,2092.0,0.0,1.041545883314683,0.0
2022-11-11,635069827,6611165,0,488374.0,1708.0,0.0,1.0410138726367173,0.0
2022-11-12,635312334,6611612,0,242507.0,447.0,0.0,1.0406868631642212,0.0
2022-11-13,635495843,6612117,0,183509.0,505.0,0.0,1.0404658146599395,0.0
2022-11-14,635842682,6613462,0,346839.0,1345.0,0.0,1.040109792440766,0.0
2022-11-15,636346431,6614527,0,503749.0,1065.0,0.0,1.03945377514029,0.0
2022-11-16,636832747,6616833,0,486316.0,2306.0,0.0,1.0390221029258724,0.0
2022-11-17,637312096,6618875,0,479349.0,2042.0,0.0,1.0385610192466832,0.0
2022-11-18,637942820,6621234,0,630724.0,2359.0,0.0,1.0379039927120741,0.0
2022-11-19,638190175,6621728,0,247355.0,494.0,0.0,1.03757911973496,0.0
2022-11-20,638412606,6622317,0,222431.0,589.0,0.0,1.0373098741725035,0.0
2022-11-21,638754188,6623443,0,341582.0,1126.0,0.0,1.0369314400487344,0.0
2022-11-22,639328415,6625184,0,574227.0,1741.0,0.0,1.0362724140768873,0.0
2022-11-23,639919189,6627291,0,590774.0,2107.0,0.0,1.0356449867297228,0.0
2022-11-24,640339580,6628690,0,420391.0,1399.0,0.0,1.0351835505779605,0.0
2022-11-25,641037771,6630892,0,698191.0,2202.0,0.0,1.0343995783050357,0.0
2022-11-26,641308397,6631404,0,270626.0,512.0,0.0,1.0340429083762643,0.0
2022-11-27,641571858,6631994,0,263461.0,590.0,0.0,1.0337102410748196,0.0
2022-11-28,641977647,6633172,0,405789.0,1178.0,0.0,1.0332403364816845,0.0
2022-11-29,642708342,6634772,0,730695.0,1600.0,0.0,1.0323145922384807,0.0
2022-11-30,643244123,6636401,0,535781.0,1629.0,0.0,1.0317079881039193,0.0
2022-12-01,643950364,6638794,0,706241.0,2393.0,0.0,1.0309480933844148,0.0
2022-12-02,644711955,6641139,0,761591.0,2345.0,0.0,1.0300939742927522,0.0
2022-12-03,645011864,6641748,0,299909.0,609.0,0.0,1.0297094318252726,0.0
2022-12-04,645269011,6642384,0,257147.0,636.0,0.0,1.029397644512019,0.0
2022-12-05,645774500,6643774,0,505489.0,1390.0,0.0,1.0288071145577906,0.0
2022-12-06,646399010,6645516,0,624510.0,1742.0,0.0,1.0280826389260713,0.0
2022-12-07,647032502,6647694,0,633492.0,2178.0,0.0,1.0274126847494904,0.0
2022-12-08,647841604,6650703,0,809102.0,3009.0,0.0,1.026593994417191,0.0
2022-12-09,648512056,6652882,0,670452.0,2179.0,0.0,1.0258686694330321,0.0
2022-12-10,648786733,6653491,0,274677.0,609.0,0.0,1.0255282146775957,0.0
2022-12-11,649085967,6654152,0,299234.0,661.0,0.0,1.0251572731967566,0.0
2022-12-12,649658720,6655818,0,572753.0,1666.0,0.0,1.024509914990443,0.0
2022-12-13,650436793,6657780,0,778073.0,1962.0,0.0,1.0235860073801206,0.0
2022-12-14,651122541,6660233,0,685748.0,2453.0,0.0,1.022884723015602,0.0
2022-12-15,651873247,6663038,0,750706.0,2805.0,0.0,1.0221370535858179,0.0
2022-12-16,652605304,6665736,0,732057.0,2698.0,0.0,1.0214038959143978,0.0
2022-12-17,652905777,6666547,0,300473.0,811.0,0.0,1.0210580507698586,0.0
2022-12-18,653189501,6667338,0,283724.0,791.0,0.0,1.0207356348797163,0.0
2022-12-19,653775912,6669159,0,586411.0,1821.0,0.0,1.0200986114031072,0.0
2022-12-20,654484792,6671373,0,708880.0,2214.0,0.0,1.0193320122249685,0.0
2022-12-21,655205564,6673938,0,720772.0,2565.0,0.0,1.0186021558266254,0.0
2022-12-22,655963530,6676603,0,757966.0,2665.0,0.0,1.0178314334030125,0.0
2022-12-23,656604975,6679286,0,641445.0,2683.0,0.0,1.017245719163185,0.0
2022-12-24,656949354,6680275,0,344379.0,989.0,0.0,1.0168630137658983,0.0
2022-12-25,657135648,6681140,0,186294.0,865.0,0.0,1.0167063711022415,0.0
2022-12-26,657655053,6682247,0,519405.0,1107.0,0.0,1.0160717186795492,0.0
2022-12-27,658309208,6684351,0,654155.0,2104.0,0.0,1.0153816654498322,0.0
2022-12-28,658946340,6687147,0,637132.0,2796.0,0.0,1.0148242116345922,0.0
2022-12-29,659617625,6690067,0,671285.0,2920.0,0.0,1.014234117834556,0.0
2022-12-30,660199728,6692483,0,582103.0,2416.0,0.0,1.0137058099484706,0.0
2022-12-31,660463792,6693376,0,264064.0,893.0,0.0,1.0134357221508368,0.0
2023-01-01,660778387,6694422,0,314595.0,1046.0,0.0,1.0131115259978987,0.0
2023-01-02,661198108,6695785,0,419721.0,1363.0,0.0,1.012674555324045,0.0
2023-01-03,661660893,6698027,0,462785.0,2242.0,0.0,1.0123051053585541,0.0
2023-01-04,662231345,6700950,0,570452.0,2923.0,0.0,1.0118744832291198,0.0
2023-01-05,662966595,6704613,0,735250.0,3663.0,0.0,1.0113048003572487,0.0
2023-01-06,663685449,6707751,0,718854.0,3138.0,0.0,1.0106822456491735,0.0
2023-01-07,664042494,6708702,0,357045.0,951.0,0.0,1.0102820317399748,0.0
2023-01-08,664369944,6709761,0,327450.0,1059.0,0.0,1.0099434901588504,0.0
2023-01-09,664718936,6711921,0,348992.0,2160.0,0.0,1.0097381970776291,0.0
2023-01-10,665113877,6714281,0,394941.0,2360.0,0.0,1.0094934464884124,0.0
2023-01-11,665620426,6717557,0,506549.0,3276.0,0.0,1.0092173763910304,0.0
2023-01-12,666097539,6720999,0,477113.0,3442.0,0.0,1.0090112343141384,0.0
2023-01-13,666533383,6723980,0,435844.0,2981.0,0.0,1.0087986845814143,0.0
2023-01-14,666754735,6724994,0,221352.0,1014.0,0.0,1.0086158593234438,0.0
2023-01-15,666951599,6785897,0,196864.0,60903.0,0.0,1.017449693527161,0.0
2023-01-16,667166217,6787220,0,214618.0,1323.0,0.0,1.0173206956610634,0.0
2023-01-17,667518310,6789239,0,352093.0,2019.0,0.0,1.0170865575207968,0.0
2023-01-18,667896028,6792400,0,377718.0,3161.0,0.0,1.0169846376148834,0.0
2023-01-19,668220526,6796012,0,324498.0,3612.0,0.0,1.0170313145992764,0.0
2023-01-20,668562246,6799459,0,341720.0,3447.0,0.0,1.017027066766196,0.0
2023-01-21,668715650,6812953,0,153404.0,13494.0,0.0,1.0188116578399204,0.0
2023-01-22,668830077,6813633,0,114427.0,680.0,0.0,1.0187390242021068,0.0
2023-01-23,669001131,6815188,0,171054.0,1555.0,0.0,1.0187109833152135,0.0
2023-01-24,669272951,6817236,0,271820.0,2048.0,0.0,1.0186032454791378,0.0
2023-01-25,669567171,6819539,0,294220.0,2303.0,0.0,1.0184996062179996,0.0
2023-01-26,669848920,6822660,0,281749.0,3121.0,0.0,1.0185371352095336,0.0
2023-01-27,670086844,6824464,0,237924.0,1804.0,0.0,1.0184447077429861,0.0
2023-01-28,670220207,6831519,0,133363.0,7055.0,0.0,1.019294692796393,0.0
2023-01-29,670344054,6832256,0,123847.0,737.0,0.0,1.0192163202211382,0.0
2023-01-30,670503932,6833468,0,159878.0,1212.0,0.0,1.0191540532233598,0.0
2023-01-31,670734589,6835338,0,230657.0,1870.0,0.0,1.0190823780522222,0.0
2023-02-01,671032404,6838027,0,297815.0,2689.0,0.0,1.0190308186666945,0.0
2023-02-02,671291489,6840771,0,259085.0,2744.0,0.0,1.0190462879531605,0.0
2023-02-03,671529548,6843097,0,238059.0,2326.0,0.0,1.019031406790755,0.0
2023-02-04,671632287,6847046,0,102739.0,3949.0,0.0,1.0194634969953433,0.0
2023-02-05,671721476,6847646,0,89189.0,600.0,0.0,1.0194174586730052,0.0
2023-02-06,671867463,6848667,0,145987.0,1021.0,0.0,1.0193479186236467,0.0
2023-02-07,672065240,6849942,0,197777.0,1275.0,0.0,1.0192376561537388,0.0
2023-02-08,672295338,6851942,0,230098.0,2000.0,0.0,1.0191863029102248,0.0
2023-02-09,672554241,6854280,0,258903.0,2338.0,0.0,1.0191415921797748,0.0
2023-02-10,672696324,6855413,0,142083.0,1133.0,0.0,1.0190947616951747,0.0
2023-02-11,672828531,6856046,0,132207.0,633.0,0.0,1.0189885957734452,0.0
2023-02-12,672906177,6856419,0,77646.0,373.0,0.0,1.0189264468588761,0.0
2023-02-13,673044131,6857217,0,137954.0,798.0,0.0,1.0188361630628349,0.0
2023-02-14,673237731,6858411,0,193600.0,1194.0,0.0,1.018720532762297,0.0
2023-02-15,673477639,6859933,0,239908.0,1522.0,0.0,1.0185836325888766,0.0
2023-02-16,673685532,6862019,0,207893.0,2086.0,0.0,1.0185789473062337,0.0
2023-02-17,673878833,6863873,0,193301.0,1854.0,0.0,1.0185618933070124,0.0
2023-02-18,673969796,6864248,0,90963.0,375.0,0.0,1.0184800625694508,0.0
2023-02-19,674056229,6864711,0,86433.0,463.0,0.0,1.0184181533615053,0.0
2023-02-20,674143589,6865287,0,87360.0,576.0,0.0,1.0183716217169279,0.0
2023-02-21,674323721,6866088,0,180132.0,801.0,0.0,1.0182183699274017,0.0
2023-02-22,674569824,6867909,0,246103.0,1821.0,0.0,1.0181168436019457,0.0
2023-02-23,674790916,6869817,0,221092.0,1908.0,0.0,1.0180660167630353,0.0
2023-02-24,674933342,6870806,0,142426.0,989.0,0.0,1.0179977150988044,0.0
2023-02-25,674978793,6871024,0,45451.0,218.0,0.0,1.0179614635685303,0.0
2023-02-26,675044414,6871268,0,65621.0,244.0,0.0,1.0178986534062335,0.0
2023-02-27,675171439,6871808,0,127025.0,540.0,0.0,1.0177871282852058,0.0
2023-02-28,675322238,6872682,0,150799.0,874.0,0.0,1.0176892768041794,0.0
2023-03-01,675542852,6874463,0,220614.0,1781.0,0.0,1.0176205668741203,0.0
2023-03-02,675731911,6876031,0,189059.0,1568.0,0.0,1.0175678975741016,0.0
2023-03-03,675914580,6877325,0,182669.0,1294.0,0.0,1.0174843395152091,0.0
2023-03-04,675968775,6877601,0,54195.0,276.0,0.0,1.0174435941956046,0.0
2023-03-05,676024901,6877749,0,56126.0,148.0,0.0,1.017381015081869,0.0
2023-03-06,676082941,6878115,0,58040.0,366.0,0.0,1.0173478108804996,0.0
2023-03-07,676213378,6879038,0,130437.0,923.0,0.0,1.0172880667261808,0.0
2023-03-08,676392824,6880483,0,179446.0,1445.0,0.0,1.017231814984483,0.0
2023-03-09,676570149,6881802,0,177325.0,1319.0,0.0,1.017160158510038,0.0
